Flow,From,To
1,N09000007,E09000010
1,N09000007,E09000011
1,N09000007,E09000013
1,N09000007,E09000014
1,N09000007,E09000015
3,N09000007,E09000017
3,N09000007,E09000018
1,N09000007,E09000019
1,N09000007,E09000021
2,N09000007,E09000022
1,N09000007,E09000023
1,N09000007,E09000024
4,N09000007,E09000025
1,N09000007,E09000028
2,N09000007,E09000030
18,N09000007,"E09000001,E09000033"
2428,N09000007,OD0000001
19,N09000007,OD0000002
3369,N09000007,OD0000003
100,N09000007,OD0000004
5,N09000007,S12000006
2,N09000007,S12000008
1,N09000007,S12000014
4,N09000007,S12000047
2,N09000007,S12000020
1,N09000007,S12000023
1,N09000007,S12000048
1,N09000007,S12000026
1,N09000007,S12000028
1,N09000007,S12000029
6,N09000007,S12000033
2,N09000007,S12000034
2,N09000007,S12000035
3,N09000007,S12000036
1,N09000007,S12000038
1,N09000007,S12000040
2,N09000007,S12000041
8,N09000007,S12000049
1,N09000007,W06000001
5,N09000007,W06000002
2,N09000007,W06000006
1,N09000007,W06000010
1,N09000007,W06000011
1,N09000007,W06000013
1,N09000007,W06000014
3,N09000007,W06000015
294,N09000004,N09000001
16,N09000004,N09000011
26,N09000004,N09000002
929,N09000004,N09000008
1115,N09000004,N09000004
17,N09000004,N09000002
824,N09000004,N09000003
17,N09000004,N09000008
62,N09000004,N09000007
12496,N09000004,N09000004
124,N09000004,N09000009
51,N09000004,N09000002
746,N09000004,N09000005
15,N09000004,N09000010
75,N09000004,N09000009
53,N09000004,N09000006
42,N09000004,N09000008
626,N09000004,N09000004
103,N09000004,N09000007
404,N09000004,N09000009
402,N09000004,N09000004
9,N09000004,N09000010
150,N09000004,N09000001
33,N09000004,N09000011
65,N09000004,N09000006
29,N09000004,N09000005
1,N09000004,E06000001
1,N09000004,E06000004
1,N09000004,E06000010
1,N09000004,E06000015
4,N09000004,E06000016
2,N09000004,E06000032
1,N09000004,E06000035
1,N09000004,E06000036
3,N09000004,E06000040
1,N09000004,E06000042
1,N09000004,E06000044
3,N09000004,E06000045
1,N09000004,E06000047
5,N09000004,E06000051
1,N09000004,"E06000052,E06000053"
2,N09000004,E06000054
1,N09000004,E06000056
2,N09000004,E07000008
2,N09000004,E07000011
2,N09000004,E07000026
1,N09000004,E07000030
1,N09000004,E07000036
2,N09000004,E07000040
1,N09000004,E07000043
1,N09000004,E07000063
2,N09000004,E07000070
2,N09000004,E07000072
1,N09000004,E07000081
1,N09000004,E07000082
2,N09000004,E07000084
2,N09000004,E07000094
1,N09000004,E07000102
2,N09000004,E07000241
1,N09000004,E07000109
1,N09000004,E07000127
6,N09000004,E07000148
4,N09000004,E07000154
4,N09000004,E07000164
1,N09000004,E07000165
1,N09000004,E07000172
2,N09000004,E07000178
1,N09000004,E07000181
1,N09000004,E07000189
1,N09000004,E07000197
1,N09000004,E07000202
1,N09000004,E07000245
2,N09000004,E07000209
1,N09000004,E07000211
2,N09000004,E07000212
3,N09000004,E07000222
1,N09000004,E07000226
1,N09000004,E07000227
2,N09000004,E08000003
1,N09000004,E08000004
1,N09000004,E08000007
1,N09000004,E08000011
1,N09000004,E08000012
5,N09000004,E08000021
1,N09000004,E08000022
1,N09000004,E08000023
2,N09000004,E08000025
1,N09000004,E08000030
1,N09000004,E08000032
1,N09000004,E08000033
1,N09000004,E08000034
2,N09000004,E08000035
2,N09000004,E09000003
2,N09000004,E09000007
2,N09000004,E09000009
1,N09000004,E09000013
6,N09000004,E09000017
2,N09000004,E09000018
1,N09000004,E09000019
2,N09000004,E09000021
1,N09000004,E09000022
1,N09000004,E09000024
2,N09000004,E09000026
2,N09000004,E09000028
1,N09000004,E09000030
21,N09000004,"E09000001,E09000033"
3174,N09000004,OD0000001
26,N09000004,OD0000002
3217,N09000004,OD0000003
95,N09000004,OD0000004
1,N09000004,S12000005
2,N09000004,S12000006
1,N09000004,S12000008
2,N09000004,S12000047
2,N09000004,S12000017
2,N09000004,S12000021
1,N09000004,S12000028
2,N09000004,S12000029
5,N09000004,S12000033
1,N09000004,S12000034
2,N09000004,S12000035
8,N09000004,S12000036
7,N09000004,S12000049
1,N09000004,W06000011
5,N09000004,W06000015
227,N09000009,N09000001
4,N09000009,N09000011
134,N09000009,N09000002
169,N09000009,N09000008
43,N09000009,N09000004
9,N09000009,N09000002
521,N09000009,N09000003
6,N09000009,N09000008
29,N09000009,N09000007
219,N09000009,N09000004
5871,N09000009,N09000009
239,N09000009,N09000002
264,N09000009,N09000005
14,N09000009,N09000010
1490,N09000009,N09000009
44,N09000009,N09000006
16,N09000009,N09000008
48,N09000009,N09000004
62,N09000009,N09000007
1143,N09000009,N09000009
4,N09000009,N09000004
22,N09000009,N09000010
84,N09000009,N09000001
10,N09000009,N09000011
278,N09000009,N09000006
30,N09000009,N09000005
1,N09000009,E06000018
1,N09000009,E06000032
1,N09000009,E06000037
1,N09000009,E06000045
1,N09000009,E06000049
1,N09000009,E06000051
1,N09000009,"E06000052,E06000053"
1,N09000009,E06000054
1,N09000009,E07000004
6,N09000009,E07000011
1,N09000009,E07000032
2,N09000009,E07000039
2,N09000009,E07000087
1,N09000009,E07000089
2,N09000009,E07000090
1,N09000009,E07000095
1,N09000009,E07000119
2,N09000009,E07000126
1,N09000009,E07000139
1,N09000009,E07000167
1,N09000009,E07000178
1,N09000009,E07000189
3,N09000009,E07000209
2,N09000009,E08000005
1,N09000009,E08000006
3,N09000009,E08000012
1,N09000009,E08000019
1,N09000009,E08000031
1,N09000009,E08000035
1,N09000009,E09000003
1,N09000009,E09000007
1,N09000009,E09000013
1,N09000009,E09000017
2,N09000009,E09000028
1,N09000009,E09000031
8,N09000009,"E09000001,E09000033"
2277,N09000009,OD0000001
14,N09000009,OD0000002
2699,N09000009,OD0000003
68,N09000009,OD0000004
1,N09000009,S12000006
2,N09000009,S12000017
2,N09000009,S12000019
1,N09000009,S12000048
1,N09000009,S12000035
4,N09000009,S12000036
1,N09000009,S12000050
1,N09000009,S12000049
3,N09000009,W06000006
444,N09000002,N09000001
53,N09000002,N09000011
1747,N09000002,N09000002
118,N09000002,N09000008
6,N09000002,N09000004
1062,N09000002,N09000002
3780,N09000002,N09000003
98,N09000002,N09000008
347,N09000002,N09000007
27,N09000002,N09000004
102,N09000002,N09000009
19915,N09000002,N09000002
14,N09000002,N09000005
247,N09000002,N09000010
875,N09000002,N09000009
33,N09000002,N09000006
41,N09000002,N09000008
7,N09000002,N09000004
2272,N09000002,N09000007
16,N09000002,N09000009
2,N09000002,N09000004
651,N09000002,N09000010
379,N09000002,N09000001
101,N09000002,N09000011
43,N09000002,N09000006
5,N09000002,N09000005
1,N09000002,E06000004
3,N09000002,E06000011
5,N09000002,E06000012
1,N09000002,E06000018
1,N09000002,E06000021
1,N09000002,E06000026
2,N09000002,E06000031
1,N09000002,E06000032
2,N09000002,E06000035
2,N09000002,E06000039
1,N09000002,E06000040
3,N09000002,E06000041
1,N09000002,E06000047
1,N09000002,E06000057
1,N09000002,E06000050
5,N09000002,E06000051
2,N09000002,"E06000052,E06000053"
2,N09000002,E06000054
1,N09000002,E06000056
1,N09000002,E07000008
3,N09000002,E07000012
1,N09000002,E07000029
2,N09000002,E07000030
4,N09000002,E07000032
6,N09000002,E07000040
1,N09000002,E07000042
1,N09000002,E07000044
2,N09000002,E07000066
8,N09000002,E07000067
1,N09000002,E07000070
1,N09000002,E07000072
2,N09000002,E07000076
1,N09000002,E07000077
2,N09000002,E07000078
1,N09000002,E07000079
1,N09000002,E07000080
3,N09000002,E07000082
1,N09000002,E07000083
1,N09000002,E07000085
1,N09000002,E07000087
1,N09000002,E07000089
3,N09000002,E07000094
1,N09000002,E07000096
2,N09000002,E07000098
2,N09000002,E07000241
1,N09000002,E07000113
1,N09000002,E07000118
1,N09000002,E07000123
2,N09000002,E07000132
1,N09000002,E07000139
1,N09000002,E07000142
1,N09000002,E07000148
3,N09000002,E07000149
1,N09000002,E07000150
1,N09000002,E07000151
2,N09000002,E07000153
1,N09000002,E07000164
1,N09000002,E07000166
4,N09000002,E07000176
1,N09000002,E07000188
1,N09000002,E07000245
10,N09000002,E07000244
1,N09000002,E07000209
4,N09000002,E07000211
1,N09000002,E07000214
2,N09000002,E07000217
1,N09000002,E07000226
2,N09000002,E07000227
1,N09000002,E07000235
1,N09000002,E07000239
1,N09000002,E08000002
6,N09000002,E08000003
1,N09000002,E08000005
1,N09000002,E08000007
1,N09000002,E08000011
7,N09000002,E08000012
1,N09000002,E08000014
1,N09000002,E08000015
1,N09000002,E08000016
1,N09000002,E08000025
1,N09000002,E08000026
1,N09000002,E08000028
1,N09000002,E08000029
1,N09000002,E08000034
1,N09000002,E08000036
3,N09000002,E09000003
5,N09000002,E09000007
3,N09000002,E09000011
8,N09000002,E09000017
1,N09000002,E09000018
1,N09000002,E09000019
5,N09000002,E09000020
1,N09000002,E09000021
2,N09000002,E09000022
1,N09000002,E09000024
1,N09000002,E09000025
4,N09000002,E09000028
2,N09000002,E09000030
3,N09000002,E09000032
23,N09000002,"E09000001,E09000033"
3715,N09000002,OD0000001
36,N09000002,OD0000002
4897,N09000002,OD0000003
160,N09000002,OD0000004
3,N09000002,S12000006
1,N09000002,S12000008
11,N09000002,S12000017
30,N09000002,S12000021
3,N09000002,S12000048
1,N09000002,S12000029
1,N09000002,S12000030
5,N09000002,S12000033
2,N09000002,S12000034
1,N09000002,S12000035
11,N09000002,S12000036
1,N09000002,S12000038
1,N09000002,S12000040
1,N09000002,S12000041
1,N09000002,S12000042
8,N09000002,S12000049
1,N09000002,W06000006
2,N09000002,W06000011
1,N09000002,W06000015
80,N09000005,N09000001
6,N09000005,N09000011
31,N09000005,N09000002
100,N09000005,N09000008
35,N09000005,N09000004
6,N09000005,N09000002
619,N09000005,N09000003
5,N09000005,N09000008
41,N09000005,N09000007
376,N09000005,N09000004
155,N09000005,N09000009
36,N09000005,N09000002
26710,N09000005,N09000005
11,N09000005,N09000010
208,N09000005,N09000009
163,N09000005,N09000006
7,N09000005,N09000008
1003,N09000005,N09000004
47,N09000005,N09000007
160,N09000005,N09000009
8,N09000005,N09000004
15,N09000005,N09000010
67,N09000005,N09000001
13,N09000005,N09000011
240,N09000005,N09000006
438,N09000005,N09000005
1,N09000005,E06000003
1,N09000005,E06000008
3,N09000005,E06000010
8,N09000005,E06000015
3,N09000005,E06000019
1,N09000005,E06000025
1,N09000005,E06000036
2,N09000005,E06000038
5,N09000005,E06000040
1,N09000005,E06000042
2,N09000005,E06000043
3,N09000005,E06000044
2,N09000005,E06000045
2,N09000005,E06000047
2,N09000005,E06000050
2,N09000005,E06000051
1,N09000005,"E06000052,E06000053"
1,N09000005,E06000054
4,N09000005,E07000008
1,N09000005,E07000011
2,N09000005,E07000026
5,N09000005,E07000028
1,N09000005,E07000030
1,N09000005,E07000034
1,N09000005,E07000039
1,N09000005,E07000041
1,N09000005,E07000065
1,N09000005,E07000066
3,N09000005,E07000079
1,N09000005,E07000081
1,N09000005,E07000082
1,N09000005,E07000084
2,N09000005,E07000090
1,N09000005,E07000091
1,N09000005,E07000092
1,N09000005,E07000093
2,N09000005,E07000094
1,N09000005,E07000096
2,N09000005,E07000242
1,N09000005,E07000102
1,N09000005,E07000103
2,N09000005,E07000111
1,N09000005,E07000112
2,N09000005,E07000127
1,N09000005,E07000129
1,N09000005,E07000130
1,N09000005,E07000138
2,N09000005,E07000139
1,N09000005,E07000146
2,N09000005,E07000151
2,N09000005,E07000163
4,N09000005,E07000166
2,N09000005,E07000172
1,N09000005,E07000176
1,N09000005,E07000177
1,N09000005,E07000178
2,N09000005,E07000180
1,N09000005,E07000187
1,N09000005,E07000246
1,N09000005,E07000200
1,N09000005,E07000245
1,N09000005,E07000202
1,N09000005,E07000245
1,N09000005,E07000207
1,N09000005,E07000210
1,N09000005,E07000215
1,N09000005,E07000216
2,N09000005,E07000218
1,N09000005,E07000224
4,N09000005,E07000225
1,N09000005,E07000234
3,N09000005,E08000001
13,N09000005,E08000003
2,N09000005,E08000004
3,N09000005,E08000005
3,N09000005,E08000006
1,N09000005,E08000007
3,N09000005,E08000008
3,N09000005,E08000009
5,N09000005,E08000012
1,N09000005,E08000015
1,N09000005,E08000018
4,N09000005,E08000019
7,N09000005,E08000021
3,N09000005,E08000022
3,N09000005,E08000023
1,N09000005,E08000024
4,N09000005,E08000025
2,N09000005,E08000035
1,N09000005,E09000003
1,N09000005,E09000006
12,N09000005,E09000007
1,N09000005,E09000009
2,N09000005,E09000012
5,N09000005,E09000013
1,N09000005,E09000014
1,N09000005,E09000015
2,N09000005,E09000017
2,N09000005,E09000018
3,N09000005,E09000019
1,N09000005,E09000020
1,N09000005,E09000021
3,N09000005,E09000022
2,N09000005,E09000023
3,N09000005,E09000025
3,N09000005,E09000028
1,N09000005,E09000030
3,N09000005,E09000031
62,N09000005,"E09000001,E09000033"
3870,N09000005,OD0000001
45,N09000005,OD0000002
4948,N09000005,OD0000003
910,N09000005,OD0000004
22,N09000005,S12000008
2,N09000005,S12000011
1,N09000005,S12000047
9,N09000005,S12000017
1,N09000005,S12000018
1,N09000005,S12000020
7,N09000005,S12000021
1,N09000005,S12000028
5,N09000005,S12000029
1,N09000005,S12000030
7,N09000005,S12000033
10,N09000005,S12000035
7,N09000005,S12000036
6,N09000005,S12000040
3,N09000005,S12000041
3,N09000005,S12000042
2,N09000005,S12000050
2,N09000005,S12000045
15,N09000005,S12000049
7,N09000005,W06000006
2,N09000005,W06000013
1,N09000005,W06000015
145,N09000010,N09000001
568,N09000010,N09000011
73,N09000010,N09000002
43,N09000010,N09000008
2,N09000010,N09000004
202,N09000010,N09000002
5249,N09000010,N09000003
48,N09000010,N09000008
1383,N09000010,N09000007
16,N09000010,N09000004
13,N09000010,N09000009
320,N09000010,N09000002
11,N09000010,N09000005
11346,N09000010,N09000010
35,N09000010,N09000009
6,N09000010,N09000006
72,N09000010,N09000008
2,N09000010,N09000004
1149,N09000010,N09000007
16,N09000010,N09000009
2,N09000010,N09000004
796,N09000010,N09000010
257,N09000010,N09000001
233,N09000010,N09000011
3,N09000010,N09000006
1,N09000010,E06000006
1,N09000010,E06000009
1,N09000010,E06000010
2,N09000010,E06000012
1,N09000010,E06000014
1,N09000010,E06000020
3,N09000010,E06000025
1,N09000010,E06000030
2,N09000010,E06000031
2,N09000010,E06000037
1,N09000010,E06000039
2,N09000010,E06000040
2,N09000010,E06000041
2,N09000010,E06000045
6,N09000010,E06000057
4,N09000010,E06000049
4,N09000010,E06000051
3,N09000010,"E06000052,E06000053"
3,N09000010,E06000054
1,N09000010,E06000056
2,N09000010,E07000007
1,N09000010,E07000031
1,N09000010,E07000032
1,N09000010,E07000033
1,N09000010,E07000070
1,N09000010,E07000071
1,N09000010,E07000078
2,N09000010,E07000080
4,N09000010,E07000082
1,N09000010,E07000093
4,N09000010,E07000094
1,N09000010,E07000105
2,N09000010,E07000124
1,N09000010,E07000128
5,N09000010,E07000132
1,N09000010,E07000139
1,N09000010,E07000144
1,N09000010,E07000150
1,N09000010,E07000151
1,N09000010,E07000166
1,N09000010,E07000170
1,N09000010,E07000176
1,N09000010,E07000177
1,N09000010,E07000178
2,N09000010,E07000189
2,N09000010,E07000192
3,N09000010,E07000195
1,N09000010,E07000199
1,N09000010,E07000245
1,N09000010,E07000208
1,N09000010,E07000212
1,N09000010,E07000217
1,N09000010,E07000220
1,N09000010,E07000234
1,N09000010,E07000237
5,N09000010,E08000003
1,N09000010,E08000005
3,N09000010,E08000006
1,N09000010,E08000011
3,N09000010,E08000012
2,N09000010,E08000015
2,N09000010,E08000019
21,N09000010,E08000021
2,N09000010,E08000025
1,N09000010,E08000027
1,N09000010,E08000029
2,N09000010,E08000035
1,N09000010,E08000036
2,N09000010,E09000003
3,N09000010,E09000007
2,N09000010,E09000008
1,N09000010,E09000012
2,N09000010,E09000013
1,N09000010,E09000014
3,N09000010,E09000017
8,N09000010,E09000018
1,N09000010,E09000019
1,N09000010,E09000020
1,N09000010,E09000021
1,N09000010,E09000022
5,N09000010,E09000023
2,N09000010,E09000024
1,N09000010,E09000027
3,N09000010,E09000028
2,N09000010,E09000030
2,N09000010,E09000031
2,N09000010,E09000032
42,N09000010,"E09000001,E09000033"
3668,N09000010,OD0000001
27,N09000010,OD0000002
5025,N09000010,OD0000003
152,N09000010,OD0000004
1,N09000010,S12000010
2,N09000010,S12000013
1,N09000010,S12000047
1,N09000010,S12000020
2,N09000010,S12000021
1,N09000010,S12000048
2,N09000010,S12000028
1,N09000010,S12000030
2,N09000010,S12000033
3,N09000010,S12000035
7,N09000010,S12000036
2,N09000010,S12000042
2,N09000010,S12000049
1,N09000010,W06000002
1,N09000010,W06000006
2,N09000010,W06000014
2,N09000010,W06000015
92,N09000009,N09000001
13,N09000009,N09000011
1147,N09000009,N09000002
34,N09000009,N09000008
17,N09000009,N09000004
40,N09000009,N09000002
963,N09000009,N09000003
10,N09000009,N09000008
76,N09000009,N09000007
68,N09000009,N09000004
929,N09000009,N09000009
1079,N09000009,N09000002
338,N09000009,N09000005
22,N09000009,N09000010
10796,N09000009,N09000009
560,N09000009,N09000006
8,N09000009,N09000008
25,N09000009,N09000004
158,N09000009,N09000007
146,N09000009,N09000009
5,N09000009,N09000004
104,N09000009,N09000010
94,N09000009,N09000001
18,N09000009,N09000011
651,N09000009,N09000006
38,N09000009,N09000005
1,N09000009,E06000007
1,N09000009,E06000008
1,N09000009,E06000018
2,N09000009,E06000020
1,N09000009,E06000025
1,N09000009,E06000040
1,N09000009,E06000042
1,N09000009,E06000045
5,N09000009,E06000051
1,N09000009,"E06000052,E06000053"
3,N09000009,E07000011
1,N09000009,E07000029
1,N09000009,E07000037
1,N09000009,E07000044
2,N09000009,E07000066
1,N09000009,E07000070
1,N09000009,E07000083
2,N09000009,E07000084
1,N09000009,E07000093
1,N09000009,E07000242
1,N09000009,E07000241
1,N09000009,E07000108
2,N09000009,E07000109
1,N09000009,E07000125
2,N09000009,E07000126
3,N09000009,E07000133
1,N09000009,E07000148
3,N09000009,E07000149
1,N09000009,E07000151
1,N09000009,E07000152
1,N09000009,E07000163
4,N09000009,E07000176
1,N09000009,E07000180
1,N09000009,E07000246
1,N09000009,E07000199
1,N09000009,E07000244
1,N09000009,E07000209
1,N09000009,E07000210
1,N09000009,E07000216
2,N09000009,E07000223
1,N09000009,E07000225
1,N09000009,E07000238
5,N09000009,E08000003
1,N09000009,E08000004
2,N09000009,E08000006
9,N09000009,E08000012
1,N09000009,E08000015
3,N09000009,E08000025
2,N09000009,E08000028
1,N09000009,E08000035
10,N09000009,E09000003
4,N09000009,E09000007
2,N09000009,E09000009
1,N09000009,E09000010
2,N09000009,E09000011
5,N09000009,E09000012
1,N09000009,E09000017
1,N09000009,E09000019
1,N09000009,E09000021
4,N09000009,E09000022
2,N09000009,E09000023
1,N09000009,E09000026
3,N09000009,E09000028
2,N09000009,E09000031
1,N09000009,E09000032
21,N09000009,"E09000001,E09000033"
3787,N09000009,OD0000001
30,N09000009,OD0000002
4048,N09000009,OD0000003
288,N09000009,OD0000004
2,N09000009,S12000006
23,N09000009,S12000017
1,N09000009,S12000021
2,N09000009,S12000027
3,N09000009,S12000033
1,N09000009,S12000035
3,N09000009,S12000036
1,N09000009,S12000038
1,N09000009,S12000040
1,N09000009,S12000042
1,N09000009,S12000050
4,N09000009,S12000049
2,N09000009,W06000004
1,N09000009,W06000006
1,N09000009,W06000011
1,N09000009,W06000015
1,N09000009,W06000021
48,N09000006,N09000001
7,N09000006,N09000011
89,N09000006,N09000002
29,N09000006,N09000008
8,N09000006,N09000004
13,N09000006,N09000002
423,N09000006,N09000003
1,N09000006,N09000008
28,N09000006,N09000007
77,N09000006,N09000004
68,N09000006,N09000009
62,N09000006,N09000002
162,N09000006,N09000005
14,N09000006,N09000010
576,N09000006,N09000009
14986,N09000006,N09000006
9,N09000006,N09000008
107,N09000006,N09000004
43,N09000006,N09000007
71,N09000006,N09000009
27,N09000006,N09000004
23,N09000006,N09000010
39,N09000006,N09000001
17,N09000006,N09000011
835,N09000006,N09000006
93,N09000006,N09000005
7,N09000006,E06000002
1,N09000006,E06000004
1,N09000006,E06000015
1,N09000006,E06000025
1,N09000006,E06000030
1,N09000006,E06000031
1,N09000006,E06000035
1,N09000006,E06000039
1,N09000006,E06000040
1,N09000006,E06000041
1,N09000006,E06000043
1,N09000006,E06000044
1,N09000006,E06000057
1,N09000006,E06000049
5,N09000006,E06000050
2,N09000006,E06000051
